"age","annual_income","credit_score","city","has_lyft","Y"
54,59.837,699,"Kirkland",1,0
34,54.257,713,"Redmond",1,1
33,52.196,799,"Kirkland",1,1
57,69.02,642,"Bellevue",0,0
62,21.269,799,"Redmond",0,1
21,13.904,700,"Bellevue",1,0
66,83.942,769,"Bellevue",1,0
40,36.581,626,"Kirkland",0,1
46,94.907,532,"Redmond",1,0
22,11.584,671,"Bellevue",1,0
67,51.576,612,"Kirkland",1,0
45,43.417,587,"Bellevue",0,0
21,45.618,778,"Kirkland",0,1
39,67.265,602,"Kirkland",0,1
70,55.219,583,"Redmond",1,0
67,78.721,799,"Bellevue",1,0
70,88.044,674,"Kirkland",1,1
21,128.847,611,"Redmond",0,1
44,56.192,751,"Redmond",1,1
43,46.682,573,"Redmond",0,1
33,39.889,732,"Kirkland",0,1
20,24.46,695,"Kirkland",1,0
55,106.297,634,"Kirkland",0,0
31,98.349,760,"Redmond",1,1
37,259.51,745,"Redmond",0,1
55,41.286,749,"Bellevue",0,0
63,81.124,678,"Bellevue",0,1
65,80.993,706,"Bellevue",1,0
23,51.254,738,"Redmond",0,1
67,65.135,740,"Bellevue",0,1
18,106.207,599,"Bellevue",0,1
54,60.808,674,"Bellevue",1,1
29,71.084,697,"Bellevue",0,1
29,107.627,578,"Kirkland",0,0
28,67.099,657,"Redmond",1,1
45,35.96,500,"Kirkland",0,1
52,31.314,696,"Redmond",1,0
21,71.149,736,"Bellevue",0,0
53,76.596,799,"Kirkland",1,0
58,43.815,695,"Bellevue",1,1
45,68.441,799,"Bellevue",0,1
51,91.338,742,"Kirkland",0,1
70,101.286,650,"Bellevue",0,1
70,78.885,516,"Bellevue",1,0
34,86.562,768,"Bellevue",0,1
39,58.184,799,"Kirkland",0,1
63,82.017,511,"Bellevue",0,0
58,106.947,590,"Bellevue",0,1
26,44.004,769,"Redmond",1,1
21,31.376,631,"Kirkland",1,0
48,48.662,609,"Redmond",0,1
47,104.853,437,"Kirkland",0,1
68,107.652,540,"Redmond",0,1
62,24.093,492,"Bellevue",1,0
37,87.257,568,"Redmond",1,1
26,64.298,640,"Redmond",0,0
33,51.378,647,"Kirkland",0,0
23,18.388,396,"Redmond",0,0
50,44.268,696,"Kirkland",0,0
30,63.906,799,"Redmond",0,1
33,52.202,624,"Redmond",1,0
54,64.067,725,"Redmond",1,1
35,18.58,701,"Kirkland",1,0
25,48.673,648,"Kirkland",1,1
69,100.476,792,"Kirkland",1,0
30,43.945,738,"Kirkland",1,0
21,31.401,762,"Redmond",0,1
26,90.637,683,"Bellevue",1,1
23,167.549,700,"Redmond",0,1
67,25.529,695,"Redmond",1,0
20,47.723,619,"Bellevue",1,0
57,115.74,605,"Kirkland",0,0
19,59.941,657,"Kirkland",1,1
58,90.326,492,"Redmond",0,1
50,76.24,654,"Kirkland",1,0
66,54.592,616,"Redmond",1,0
20,72.278,799,"Kirkland",1,0
34,38.602,715,"Kirkland",0,0
70,95.268,540,"Bellevue",1,0
29,41.937,487,"Redmond",1,0
28,81.253,551,"Bellevue",1,0
56,50.704,566,"Kirkland",0,0
51,38.733,634,"Redmond",0,1
38,58.225,730,"Bellevue",1,0
61,53.519,495,"Kirkland",1,0
30,57.957,619,"Kirkland",0,0
21,62.831,787,"Kirkland",0,1
33,31.643,454,"Redmond",1,0
66,29.652,549,"Kirkland",0,1
25,30.548,603,"Kirkland",1,0
25,76.345,669,"Redmond",1,1
52,100.643,705,"Bellevue",1,0
24,44.735,661,"Redmond",1,0
21,22.844,610,"Bellevue",1,0
62,22.373,641,"Kirkland",0,0
34,63.463,650,"Bellevue",0,1
51,59.094,723,"Bellevue",1,1
44,186.744,653,"Kirkland",0,1
25,64.283,603,"Bellevue",1,1
37,26.493,706,"Bellevue",1,1
68,66.074,532,"Redmond",0,0
45,113.166,588,"Bellevue",0,1
36,40.767,543,"Bellevue",0,0
56,43.917,717,"Kirkland",1,0
60,42.825,481,"Redmond",1,1
66,36.273,647,"Kirkland",1,1
57,53.976,592,"Redmond",0,0
68,90.534,699,"Bellevue",0,1
59,49.62,758,"Redmond",1,1
37,43.845,492,"Redmond",1,1
29,50.374,758,"Bellevue",1,0
35,70.405,702,"Bellevue",0,1
46,131.073,666,"Kirkland",0,0
61,57.807,575,"Kirkland",0,0
32,78.729,529,"Bellevue",0,1
61,57.943,798,"Redmond",0,1
59,60.013,626,"Bellevue",0,0
33,56.591,701,"Redmond",0,1
46,89.127,637,"Redmond",1,0
51,64.51,629,"Redmond",0,1
45,108.21,711,"Bellevue",0,1
36,90.081,633,"Bellevue",0,1
29,33.965,661,"Bellevue",1,1
49,108.802,799,"Kirkland",0,1
65,52.262,691,"Redmond",0,0
25,50.815,594,"Redmond",1,1
38,121.559,658,"Kirkland",0,0
55,22.059,657,"Redmond",0,0
70,50.432,572,"Kirkland",1,0
32,50.191,571,"Redmond",1,0
25,134.782,577,"Bellevue",0,1
47,89.369,687,"Redmond",0,1
34,68.672,583,"Kirkland",1,0
67,58.799,557,"Redmond",1,0
46,35.203,572,"Redmond",1,0
45,22.643,679,"Redmond",1,0
58,142.668,672,"Bellevue",1,0
45,38.835,559,"Kirkland",1,0
46,75.832,776,"Redmond",1,1
66,75.868,630,"Kirkland",1,0
23,30.799,610,"Redmond",0,1
23,116.69,619,"Bellevue",0,1
69,53.554,607,"Redmond",0,0
29,61.667,494,"Bellevue",0,0
46,23.059,476,"Redmond",0,0
66,56.131,555,"Bellevue",0,0
41,59.91,729,"Bellevue",1,1
48,108.405,557,"Kirkland",0,1
46,87.883,572,"Redmond",0,1
44,32.532,744,"Redmond",0,0
36,42.578,770,"Bellevue",0,1
59,44.837,720,"Bellevue",1,0
37,119.876,637,"Bellevue",0,1
27,86.236,607,"Kirkland",0,0
47,82.929,629,"Kirkland",1,0
67,125.283,492,"Redmond",1,0
61,80.377,500,"Kirkland",0,0
20,122.614,506,"Kirkland",1,1
64,52.446,617,"Redmond",1,0
22,22.101,617,"Redmond",1,0
64,93.701,509,"Kirkland",0,1
56,49.857,799,"Kirkland",0,1
47,18.339,553,"Bellevue",1,1
59,62.283,784,"Kirkland",1,1
51,25.557,533,"Kirkland",1,0
59,70.636,772,"Redmond",0,1
45,61.431,776,"Bellevue",1,1
26,54.639,691,"Bellevue",1,0
42,47.729,746,"Kirkland",1,0
59,29.019,694,"Bellevue",1,0
24,95.635,686,"Bellevue",0,1
25,61.741,666,"Redmond",1,1
65,64.025,485,"Kirkland",0,1
21,53.316,763,"Redmond",1,1
18,37.828,608,"Kirkland",0,0
53,71.952,712,"Kirkland",0,1
39,71.475,651,"Redmond",0,1
49,70.545,700,"Kirkland",0,1
62,28.388,610,"Bellevue",1,0
41,53.021,578,"Kirkland",0,1
49,103.122,657,"Bellevue",1,0
19,43.488,621,"Kirkland",0,0
48,91.437,571,"Redmond",0,0
62,106.383,723,"Kirkland",1,0
43,77.075,571,"Bellevue",1,0
43,60.412,663,"Redmond",1,1
50,41.796,631,"Redmond",0,0
52,51.337,615,"Kirkland",1,0
23,135.37,687,"Bellevue",0,1
63,25.566,544,"Bellevue",0,0
21,42.9,485,"Kirkland",1,0
29,90.517,697,"Bellevue",0,1
68,54.245,574,"Bellevue",1,0
56,94.886,646,"Bellevue",1,1
46,150.309,579,"Bellevue",1,1
38,31.027,719,"Kirkland",1,0
23,53.251,775,"Kirkland",1,1
32,38.744,575,"Bellevue",0,1
21,84.724,746,"Bellevue",1,1
24,180.784,648,"Redmond",1,1
37,81.767,708,"Redmond",1,1
66,97.891,642,"Bellevue",1,1
48,98.818,694,"Kirkland",0,0
56,129.945,695,"Bellevue",0,0
49,67.882,724,"Bellevue",0,1
31,50.541,617,"Redmond",1,0
38,49.271,706,"Kirkland",0,0
63,69.199,509,"Bellevue",1,0
29,108.87,679,"Bellevue",1,1
51,125.73,677,"Kirkland",1,1
69,26.799,577,"Redmond",1,0
61,45.873,590,"Redmond",0,0
51,38.032,600,"Bellevue",0,0
34,53.446,638,"Bellevue",1,0
18,17.527,470,"Kirkland",1,0
53,85.874,798,"Kirkland",0,0
51,136.457,754,"Redmond",0,1
56,43.212,799,"Redmond",0,0
24,103.982,459,"Kirkland",1,0
18,66.907,510,"Bellevue",0,1
25,54.946,748,"Bellevue",1,0
22,83.12,704,"Kirkland",0,1
29,104.038,604,"Kirkland",1,1
49,55.973,611,"Redmond",0,0
58,37.478,685,"Redmond",1,0
69,68.582,581,"Kirkland",1,1
19,96.025,724,"Bellevue",0,1
28,104.391,524,"Bellevue",1,0
19,79.904,520,"Bellevue",1,1
19,77.727,646,"Kirkland",1,0
46,95.207,645,"Redmond",0,1
70,48.122,724,"Redmond",0,1
60,69.782,611,"Kirkland",0,0
34,50.633,653,"Redmond",0,1
33,209.605,675,"Kirkland",0,1
55,179.32,673,"Kirkland",0,1
45,59.558,645,"Redmond",1,1
39,79.181,783,"Bellevue",1,1
42,126.274,761,"Bellevue",0,1
21,63.211,560,"Kirkland",1,0
57,112.533,780,"Kirkland",1,1
32,29.386,591,"Bellevue",0,1
32,58.348,584,"Redmond",1,0
26,42.825,637,"Bellevue",1,1
47,38.157,656,"Kirkland",1,1
24,55.265,727,"Bellevue",1,0
22,126.256,549,"Bellevue",0,1
59,53.727,653,"Kirkland",1,1
50,22.666,744,"Kirkland",0,1
43,61.803,634,"Bellevue",1,1
33,93.85,709,"Kirkland",1,0
30,60.41,734,"Kirkland",0,1
64,84.192,425,"Redmond",1,0
35,66.277,682,"Bellevue",1,1
48,52.35,658,"Bellevue",0,0
48,77.361,693,"Bellevue",1,1
20,132.401,399,"Kirkland",1,1
26,86.019,799,"Bellevue",1,1
22,81.429,557,"Bellevue",0,1
62,18.2,682,"Kirkland",0,0
44,58.588,613,"Redmond",1,0
65,53.359,681,"Redmond",1,0
18,136.832,732,"Kirkland",0,1
66,44.779,527,"Redmond",0,0
40,40.372,769,"Bellevue",1,1
24,45.372,630,"Kirkland",1,0
69,34.402,637,"Bellevue",0,1
70,51.237,742,"Bellevue",0,1
29,83.519,656,"Redmond",1,1
24,71.977,673,"Bellevue",0,1
33,67.373,686,"Bellevue",0,1
52,177.911,660,"Redmond",1,1
26,36.306,564,"Bellevue",0,1
69,31.35,572,"Redmond",0,0
41,100.13,705,"Redmond",0,1
43,18.165,580,"Bellevue",1,1
56,47.801,552,"Redmond",1,0
22,60.35,719,"Redmond",1,1
66,68.321,637,"Redmond",0,0
67,37.558,799,"Kirkland",1,1
51,84.562,641,"Bellevue",1,1
55,152.845,793,"Kirkland",1,1
59,44.059,799,"Bellevue",1,1
61,164.532,603,"Kirkland",0,1
28,68.701,448,"Bellevue",1,0
40,123.018,579,"Kirkland",1,1
53,32.675,627,"Redmond",1,0
25,56.732,685,"Redmond",0,0
53,37.935,618,"Kirkland",1,0
47,53.587,629,"Bellevue",1,0
46,90.248,717,"Kirkland",1,0
53,53.391,673,"Bellevue",0,0
30,48.597,735,"Kirkland",1,1
56,76.958,421,"Bellevue",0,1
23,61.672,636,"Bellevue",1,1
49,44.093,699,"Redmond",0,0
19,72.936,699,"Redmond",1,0
20,34.788,652,"Bellevue",1,1
40,62.8,642,"Bellevue",0,0
52,57.974,674,"Bellevue",0,1
32,51.708,621,"Kirkland",1,0
18,50.871,594,"Bellevue",0,1
67,39.94,621,"Bellevue",1,0
40,197.001,653,"Bellevue",0,1
54,122.881,538,"Redmond",1,0
40,80.727,591,"Kirkland",1,0
50,50.943,683,"Bellevue",1,0
43,105.557,583,"Bellevue",1,1
68,44.583,501,"Kirkland",1,0
20,60.34,505,"Bellevue",0,0
64,50.662,716,"Bellevue",0,1
49,49.688,686,"Redmond",1,1
57,36.752,752,"Kirkland",0,0
22,103.813,702,"Kirkland",1,1
27,68.462,521,"Redmond",0,0
26,40.265,789,"Redmond",1,1
20,103.138,799,"Kirkland",0,0
24,66.874,688,"Redmond",1,0
46,32.61,520,"Redmond",1,0
18,72.64,737,"Redmond",0,1
32,55.639,763,"Redmond",1,1
49,87.056,799,"Bellevue",0,1
66,14.507,570,"Bellevue",0,0
49,51.059,662,"Kirkland",1,0
63,32.523,648,"Bellevue",1,0
64,99.306,679,"Kirkland",0,0
62,121.478,685,"Kirkland",0,1
25,56.463,787,"Redmond",0,1
41,39.218,548,"Kirkland",0,0
39,35.144,616,"Redmond",1,1
57,106.115,652,"Kirkland",0,1
51,54.999,466,"Bellevue",1,0
22,86.841,442,"Redmond",0,1
19,28.375,733,"Kirkland",1,0
33,44.253,706,"Bellevue",0,1
63,25.837,577,"Redmond",1,0
45,31.437,584,"Kirkland",1,0
45,68.838,577,"Redmond",0,1
23,72.942,799,"Kirkland",0,1
30,81.786,459,"Redmond",1,0
65,135.589,547,"Kirkland",0,1
54,41.677,578,"Bellevue",0,1
68,68.174,621,"Kirkland",0,0
67,40.632,716,"Kirkland",0,1
52,102.19,726,"Redmond",1,0
49,57.945,615,"Kirkland",0,0
53,190.63,507,"Kirkland",1,0
50,81.675,496,"Bellevue",0,1
59,62.344,474,"Bellevue",1,0
59,54.828,783,"Kirkland",0,1
26,115.907,764,"Bellevue",1,1
22,110.276,658,"Bellevue",0,1
70,15.715,799,"Kirkland",1,0
63,135.643,768,"Bellevue",1,1
23,84.179,538,"Bellevue",0,0
21,135.622,681,"Kirkland",0,1
24,63.296,662,"Bellevue",1,0
31,44.356,745,"Bellevue",1,0
63,97.531,477,"Kirkland",1,0
23,96.352,767,"Kirkland",1,1
24,65.033,612,"Kirkland",1,1
37,87.705,605,"Redmond",1,0
56,56.155,608,"Redmond",0,1
38,41.832,528,"Bellevue",0,0
21,53.067,670,"Redmond",1,0
52,51.954,600,"Kirkland",0,1
19,103.525,701,"Kirkland",1,1
27,55.284,617,"Bellevue",1,1
60,108.319,531,"Redmond",1,0
20,79.108,556,"Kirkland",0,1
46,70.266,467,"Kirkland",0,1
35,34.88,705,"Bellevue",1,1
36,85.982,696,"Kirkland",1,0
30,108.28,630,"Kirkland",1,1
56,97.852,576,"Redmond",1,0
23,59.372,749,"Kirkland",1,1
56,51.457,436,"Redmond",0,0
46,43.178,782,"Redmond",1,0
67,31.184,386,"Kirkland",0,0
23,107.71,781,"Bellevue",1,1
36,117.756,706,"Redmond",1,0
59,98.944,696,"Bellevue",1,0
37,36.888,537,"Bellevue",1,0
25,60.617,799,"Kirkland",1,0
41,102.1,621,"Kirkland",0,0
63,41.407,521,"Bellevue",1,0
49,107.527,759,"Bellevue",1,0
42,16.476,735,"Redmond",1,1
23,63.85,791,"Redmond",1,1
19,61.578,799,"Redmond",1,1
26,110.579,532,"Bellevue",0,1
57,52.969,490,"Bellevue",1,0
63,33.529,599,"Bellevue",1,0
49,77.032,639,"Redmond",1,0
27,47.504,799,"Kirkland",0,1
60,95.451,655,"Redmond",1,1
31,26.67,502,"Kirkland",0,0
23,40.749,689,"Kirkland",1,1
42,53.65,665,"Bellevue",1,0
55,58.295,607,"Kirkland",0,1
20,72.171,561,"Kirkland",0,1
63,95.329,799,"Kirkland",1,0
35,40.089,745,"Redmond",0,0
50,49.983,704,"Kirkland",1,1
49,118.162,677,"Redmond",1,1
27,122.797,512,"Bellevue",0,1
53,64.482,640,"Kirkland",0,1
23,123.263,473,"Kirkland",1,0
54,25.078,588,"Kirkland",0,0
49,61.222,715,"Redmond",0,1
35,81.348,730,"Redmond",0,1
21,67.092,770,"Redmond",0,1
46,27.539,799,"Kirkland",0,1
32,108.485,671,"Bellevue",1,1
46,85.545,546,"Bellevue",1,0
41,64.999,645,"Redmond",0,0
55,57.602,650,"Kirkland",0,0
23,132.348,517,"Kirkland",0,1
43,50.29,443,"Kirkland",0,0
47,115.368,659,"Kirkland",0,1
49,67.732,510,"Kirkland",1,0
58,82.266,751,"Redmond",1,1
52,79.175,596,"Kirkland",1,0
42,44.848,451,"Bellevue",0,0
25,39.618,676,"Bellevue",0,0
44,143.722,651,"Redmond",0,1
50,88.991,745,"Bellevue",0,1
64,97.013,570,"Redmond",1,1
41,32.908,567,"Bellevue",0,1
54,36.088,572,"Bellevue",1,1
22,25.162,638,"Redmond",0,1
53,93.729,757,"Redmond",0,1
53,80.234,430,"Redmond",0,1
28,82.412,671,"Kirkland",1,1
58,61.796,612,"Redmond",1,0
50,85.24,619,"Redmond",0,0
61,50.813,517,"Kirkland",0,0
70,33.096,682,"Redmond",1,0
23,78.062,799,"Kirkland",1,1
54,98.972,681,"Bellevue",0,0
61,47.657,617,"Redmond",0,1
34,152.558,699,"Redmond",0,1
36,114.603,799,"Kirkland",1,1
52,35.101,518,"Bellevue",0,1
22,156.049,592,"Redmond",1,0
18,51.605,746,"Bellevue",0,1
45,45.449,548,"Kirkland",1,0
33,36.206,603,"Kirkland",1,0
58,87.651,678,"Redmond",0,1
56,89.105,616,"Redmond",1,0
18,46.562,646,"Bellevue",0,1
40,67.633,799,"Kirkland",1,1
48,43.293,693,"Redmond",1,0
18,35.577,455,"Redmond",0,0
59,70.881,559,"Redmond",0,1
57,33.242,616,"Redmond",0,1
69,56.963,521,"Kirkland",0,0
28,48.292,753,"Bellevue",0,1
24,127.897,782,"Redmond",0,1
26,55.935,732,"Bellevue",0,1
45,42.201,719,"Redmond",1,0
50,81.258,725,"Redmond",0,0
18,115.041,799,"Redmond",1,1
57,57.859,576,"Kirkland",0,0
69,24.085,699,"Kirkland",1,0
28,143.767,720,"Bellevue",1,1
70,46.603,653,"Kirkland",0,0
55,83.131,597,"Bellevue",0,0
67,149.297,714,"Redmond",0,1
35,88.711,409,"Kirkland",0,0
48,103.526,668,"Bellevue",1,0
70,54.654,695,"Bellevue",0,0
32,68.674,777,"Bellevue",0,1
56,31.856,731,"Redmond",1,1
54,48.654,740,"Kirkland",0,0
30,57.792,570,"Redmond",0,1
19,67.794,586,"Kirkland",0,1
24,42.114,468,"Redmond",0,1
40,80.664,629,"Redmond",0,1
41,36.436,495,"Redmond",0,0
18,66.377,574,"Kirkland",0,1
28,27.767,648,"Redmond",0,1
27,41.142,554,"Redmond",0,1
23,54.097,612,"Redmond",1,1
43,20.979,558,"Bellevue",1,0
69,63.161,488,"Redmond",0,0
24,25.465,799,"Redmond",0,1
58,18.937,660,"Bellevue",1,0
32,58.732,799,"Kirkland",1,0
66,82.861,625,"Bellevue",0,1
31,25.411,799,"Bellevue",0,0
64,54.054,679,"Redmond",0,1
68,34.193,732,"Redmond",0,1
44,28.33,636,"Redmond",1,0
44,52.268,672,"Redmond",0,0
57,121.284,702,"Redmond",1,1
61,60.366,493,"Bellevue",0,1
31,49.847,685,"Kirkland",0,0
40,95.202,676,"Bellevue",0,1
28,62.412,782,"Bellevue",0,1
24,30.832,634,"Kirkland",0,0
65,50.752,735,"Kirkland",1,0
70,28.461,799,"Redmond",0,0
60,38.188,638,"Kirkland",0,1
64,103.704,642,"Kirkland",0,0
43,65.721,578,"Redmond",1,0
45,90.248,575,"Kirkland",1,0
23,53.684,610,"Bellevue",0,1
33,101.044,786,"Redmond",1,0
40,42.724,705,"Redmond",0,1
18,77.031,557,"Redmond",1,0
45,63.063,642,"Bellevue",0,1
67,37.22,558,"Bellevue",1,0
70,41.627,537,"Kirkland",1,0
20,76.747,646,"Redmond",1,1
52,92.453,640,"Redmond",1,0
32,30.575,718,"Kirkland",1,1
30,28.819,799,"Bellevue",1,0
27,45.508,625,"Redmond",0,1
65,199.091,582,"Bellevue",0,1
58,23.405,628,"Redmond",0,0
39,96.663,539,"Redmond",0,1
37,104.87,511,"Kirkland",1,0
47,76.212,696,"Redmond",1,1
18,65.47,715,"Kirkland",0,0
24,40.138,715,"Kirkland",1,0
44,55.439,638,"Bellevue",0,0
37,74.399,683,"Redmond",0,1
49,52.994,712,"Bellevue",0,0
25,43.759,625,"Bellevue",0,1
37,37.094,542,"Redmond",1,0
59,61.161,799,"Bellevue",1,0
22,63.175,513,"Redmond",1,1
46,141.419,662,"Redmond",1,1
35,27.231,615,"Bellevue",0,1
27,81.821,642,"Redmond",1,0
29,50.998,614,"Redmond",0,1
37,47.198,581,"Redmond",1,1
49,24.242,799,"Kirkland",0,0
50,42.697,582,"Redmond",1,1
66,189.135,799,"Kirkland",0,1
25,95.79,700,"Redmond",0,1
19,105.122,515,"Kirkland",1,0
49,64.996,676,"Redmond",0,1
31,207.659,701,"Bellevue",0,1
24,88.29,684,"Kirkland",0,1
24,27.421,639,"Kirkland",0,1
64,69.998,799,"Redmond",0,1
52,36.365,616,"Redmond",0,0
46,52.348,494,"Redmond",0,0
53,33.307,523,"Bellevue",1,0
65,72.94,736,"Redmond",1,0
23,33.076,677,"Bellevue",1,1
23,33.807,649,"Bellevue",1,0
23,55.594,692,"Redmond",0,0
50,54.036,643,"Kirkland",1,0
18,50.187,735,"Redmond",1,1
24,30.369,676,"Redmond",0,1
69,35.163,792,"Redmond",0,1
46,93.762,598,"Kirkland",0,1
31,119.316,548,"Bellevue",1,1
29,85.085,729,"Bellevue",0,1
42,49.448,552,"Redmond",1,0
24,21.436,799,"Bellevue",0,1
69,85.616,698,"Redmond",1,0
44,48.333,570,"Bellevue",0,1
47,27.995,676,"Redmond",1,0
18,45.413,683,"Bellevue",0,1
37,111.902,799,"Redmond",1,1
47,80.852,623,"Bellevue",1,1
24,108.052,726,"Redmond",0,0
67,60.731,745,"Bellevue",0,1
70,50.335,542,"Kirkland",1,0
30,14,619,"Redmond",1,0
30,29.428,739,"Kirkland",0,0
39,48.354,739,"Redmond",0,1
67,58.92,799,"Bellevue",0,1
36,60.382,479,"Kirkland",0,0
61,89.782,799,"Redmond",0,1
49,49.146,746,"Kirkland",1,0
23,32.408,468,"Kirkland",0,1
26,91.833,585,"Redmond",1,0
28,54.496,789,"Bellevue",1,0
33,59.673,743,"Bellevue",1,1
56,46.864,799,"Kirkland",0,1
67,35.167,612,"Kirkland",0,0
28,28.925,676,"Redmond",0,1
20,38.911,760,"Redmond",0,1
27,83.888,649,"Kirkland",1,1
55,38.346,598,"Redmond",0,0
63,49.446,676,"Redmond",0,1
58,42.298,677,"Redmond",0,0
39,74.408,664,"Bellevue",0,1
52,118.862,663,"Redmond",0,1
48,141.541,723,"Redmond",1,0
24,112.812,799,"Kirkland",1,0
65,137.195,456,"Bellevue",1,0
67,89.456,605,"Bellevue",0,1
33,72.334,632,"Kirkland",0,0
27,61.521,471,"Kirkland",0,1
65,40.252,765,"Bellevue",0,1
52,97.963,799,"Redmond",1,1
36,63.297,601,"Bellevue",0,0
52,29.374,553,"Bellevue",1,0
64,48.885,669,"Redmond",0,1
33,83.829,749,"Redmond",1,0
33,71.985,607,"Kirkland",0,1
47,45.663,699,"Redmond",1,0
70,45.198,611,"Redmond",1,0
18,127.064,628,"Kirkland",1,1
28,38.825,667,"Bellevue",0,0
43,84.287,554,"Kirkland",1,1
22,36.972,576,"Bellevue",1,0
39,34.178,654,"Bellevue",0,0
29,37.114,493,"Bellevue",1,0
56,94.732,583,"Bellevue",0,1
29,43.045,618,"Bellevue",0,1
48,84.921,717,"Kirkland",0,1
55,89.714,722,"Redmond",1,0
20,84.95,388,"Redmond",0,1
30,97.668,658,"Redmond",1,1
24,30.435,398,"Kirkland",0,1
33,109.404,471,"Kirkland",1,0
51,51.698,624,"Redmond",1,0
32,164.477,472,"Redmond",0,1
66,70.945,763,"Redmond",0,0
19,69.895,707,"Kirkland",1,1
58,55.847,603,"Bellevue",1,0
40,38.847,751,"Redmond",1,0
60,67.211,714,"Redmond",1,1
50,61.652,576,"Bellevue",1,1
39,64.332,660,"Bellevue",0,1
47,34.504,661,"Bellevue",0,0
54,55.174,438,"Redmond",1,0
32,32.43,606,"Bellevue",1,0
64,24.967,725,"Bellevue",1,0
48,93.379,586,"Bellevue",0,0
39,47.2,474,"Redmond",1,1
49,59.298,799,"Bellevue",1,0
23,56.711,594,"Bellevue",0,1
18,72.296,744,"Kirkland",0,1
46,22.37,713,"Redmond",1,1
52,53.545,639,"Redmond",0,1
35,75.154,514,"Kirkland",1,0
57,38.777,490,"Kirkland",0,0
37,38.165,658,"Bellevue",0,1
56,36.333,708,"Kirkland",1,0
29,69.792,572,"Redmond",0,0
64,157.697,799,"Redmond",1,1
62,44.27,570,"Bellevue",0,1
49,121.592,591,"Bellevue",0,1
26,15.143,581,"Bellevue",1,0
50,66.25,614,"Kirkland",0,1
48,101.686,644,"Bellevue",0,1
31,57.3,507,"Redmond",1,0
65,91.009,607,"Bellevue",0,1
41,36.659,679,"Redmond",0,1
55,77.26,624,"Redmond",1,1
36,97.662,615,"Redmond",0,1
51,126.309,609,"Bellevue",0,1
47,45.897,665,"Kirkland",0,1
52,49.052,514,"Kirkland",1,0
19,76.703,751,"Kirkland",0,1
44,77.25,683,"Kirkland",0,1
53,46.541,500,"Kirkland",0,0
70,104.137,427,"Bellevue",0,0
49,29.984,799,"Redmond",0,0
51,65.361,776,"Redmond",0,1
63,45.77,589,"Redmond",1,0
47,25.327,561,"Bellevue",0,1
24,36.285,540,"Redmond",1,0
32,46.887,585,"Redmond",1,0
60,97.378,684,"Redmond",0,0
56,60.464,510,"Kirkland",1,0
38,95.88,624,"Bellevue",0,1
59,66.279,799,"Redmond",1,1
26,38.096,599,"Kirkland",1,0
65,79.107,624,"Kirkland",1,0
30,60.737,701,"Redmond",1,0
44,31.26,483,"Bellevue",1,0
31,49.936,787,"Redmond",0,0
23,100.899,583,"Kirkland",0,1
35,111.114,596,"Redmond",1,1
50,183.487,714,"Kirkland",0,1
45,38.925,691,"Kirkland",0,0
27,35.089,642,"Kirkland",0,1
57,42.191,681,"Kirkland",1,0
25,119.067,570,"Redmond",1,1
21,37.288,772,"Kirkland",1,0
41,54.381,505,"Kirkland",1,0
54,93.975,738,"Kirkland",1,0
41,29.616,601,"Redmond",1,0
45,50.414,629,"Kirkland",0,0
22,48.36,694,"Kirkland",0,0
42,29.815,763,"Kirkland",0,0
61,69.657,568,"Bellevue",0,0
26,56.488,609,"Redmond",0,0
52,46.804,602,"Redmond",0,1
19,59.631,613,"Kirkland",1,0
27,96.059,631,"Bellevue",1,1
34,56.554,587,"Redmond",1,0
33,55.62,590,"Kirkland",1,0
52,35.594,525,"Kirkland",1,0
28,129.48,489,"Redmond",0,1
29,55.164,614,"Redmond",0,1
57,226.154,626,"Redmond",0,1
65,40.545,580,"Redmond",0,0
30,86.215,780,"Kirkland",1,0
31,41.181,371,"Redmond",1,0
29,129.62,691,"Redmond",0,1
32,75.058,567,"Redmond",0,1
67,43.42,522,"Kirkland",0,0
27,52.651,601,"Redmond",0,1
68,74.016,648,"Bellevue",0,1
41,62.294,662,"Kirkland",1,0
34,86.281,768,"Redmond",1,1
68,99.219,387,"Redmond",1,0
66,102.956,494,"Kirkland",1,1
37,84.468,799,"Redmond",0,1
33,46.898,556,"Redmond",1,1
57,42.267,613,"Redmond",0,0
44,58.555,631,"Kirkland",0,1
28,62.316,571,"Bellevue",0,0
35,37.008,607,"Bellevue",1,1
64,87.292,799,"Redmond",1,0
21,76.71,660,"Kirkland",1,0
47,84.671,628,"Kirkland",1,1
57,19.128,609,"Bellevue",1,0
40,84.684,581,"Redmond",1,0
30,48.936,527,"Kirkland",0,0
51,106.085,602,"Kirkland",0,1
51,89.902,527,"Bellevue",1,0
27,58.845,768,"Redmond",1,1
49,61.128,412,"Bellevue",0,0
52,40.988,736,"Kirkland",1,1
19,59.307,600,"Bellevue",0,1
32,76.153,693,"Kirkland",0,1
36,61.58,785,"Redmond",1,0
67,200.915,799,"Bellevue",0,1
42,36.407,629,"Bellevue",0,0
34,35.157,799,"Bellevue",1,0
31,35.836,728,"Kirkland",1,0
59,37.606,636,"Redmond",0,1
61,82.059,792,"Redmond",1,0
51,49.223,564,"Bellevue",1,0
36,64.133,577,"Bellevue",1,1
28,119.92,557,"Kirkland",0,1
47,66.01,663,"Redmond",0,1
29,63.172,799,"Redmond",0,1
